RDSI ID,Street light category,Street Light (In Watts or KVA),Street Division Name,Street Ward Number,Street Name,Street Address,Street Light ID
1000450300069,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,965,1000450900021
1000450300069,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,966,1000450900022
1000450300431,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,961,1000450900023
1000450300431,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,962,1000450900024
1000450300019,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,969,1000450900025
1000450300019,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,970,1000450900026
1000450300069,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,968,1000450900027
1000450300069,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,967,1000450900028
1000450300431,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,963,1000450900029
1000450300431,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,964,1000450900030
1000450300053,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,84,1000450900031
1000450300172,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,83,1000450900032
1000450300172,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,82,1000450900033
1000450300172,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,81,1000450900034
1000450300450,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (I) STREET,76,1000450900035
1000450300450,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (I) STREET,75,1000450900036
1000450300450,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (I) STREET,74,1000450900037
1000450300450,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (I) STREET,73,1000450900038
1000450300450,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (I) STREET,72,1000450900039
1000450300338,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET,65,1000450900040
1000450300337,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET,67,1000450900041
1000450300438,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET CROSS-4,63,1000450900042
1000450300347,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET CROSS-4,62,1000450900043
1000450300345,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (III) STREET,60,1000450900044
1000450300052,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET CROSS-2,69,1000450900045
1000450300336,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET,70,1000450900046
1000450300447,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET,71,1000450900047
1000450300169,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,78,1000450900048
1000450300440,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (III) STREET,59,1000450900049
1000450300339,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET,64,1000450900050
1000450300336,Sodium Vapour,70,Central Zone,45,MURUGAN NAGAR (II) STREET,68,1000450900051
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,45,1000450900052
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,46,1000450900053
1000450300346,Sodium Vapour,70,Central Zone,45,R G NAGAR,47,1000450900054
1000450300041,Sodium Vapour,70,Central Zone,45,R G NAGAR,49,1000450900055
1000450300041,Sodium Vapour,70,Central Zone,45,R G NAGAR,50,1000450900056
1000450300032,Sodium Vapour,70,Central Zone,45,NEHRU NAGAR,217,1000450900057
1000450300167,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,216,1000450900058
1000450300292,Sodium Vapour,70,Central Zone,45,ANNA NAGAR,51,1000450900059
1000450300266,Sodium Vapour,70,Central Zone,45,ANNA NAGAR,50,1000450900060
1000450300263,Sodium Vapour,70,Central Zone,45,ANNA NAGAR,53,1000450900061
1000450300293,Sodium Vapour,70,Central Zone,45,ANNA NAGAR,54,1000450900062
1000450300265,Sodium Vapour,70,Central Zone,45,ANNA NAGAR,49,1000450900063
1000450300265,Sodium Vapour,70,Central Zone,45,ANNA NAGAR,48,1000450900064
1000450300267,Sodium Vapour,70,Central Zone,45,NANDHI NAGAR,60,1000450900065
1000450300267,Sodium Vapour,70,Central Zone,45,NANDHI NAGAR,59,1000450900066
1000450300267,Sodium Vapour,70,Central Zone,45,NANDHI NAGAR,58,1000450900067
1000450300267,Sodium Vapour,70,Central Zone,45,NANDHI NAGAR,57,1000450900068
1000490300032,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,37,1000450900069
1000450300264,Sodium Vapour,70,Central Zone,45,VELLAMMAL STREET,38,1000450900070
1000450300264,Sodium Vapour,70,Central Zone,45,VELLAMMAL STREET,40,1000450900071
1000450300024,Sodium Vapour,70,Central Zone,45,VELLAMMAL STREET,42,1000450900072
1000450300220,Sodium Vapour,70,Central Zone,45,VELLAMMAL STREET,43,1000450900073
1000450300311,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,44,1000450900074
1000450300268,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,45,1000450900075
1000450300025,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,1,1000450900076
1000450300025,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,2,1000450900077
1000450300025,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,3,1000450900078
1000450300025,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,4,1000450900079
1000450300025,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,5,1000450900080
1000450300222,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,6,1000450900081
1000450300222,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,7,1000450900082
1000450300222,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,8,1000450900083
1000450300021,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,9,1000450900084
1000450300021,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,10,1000450900085
1000450300021,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,11,1000450900086
1000450300021,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,12,1000450900087
1000450300221,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,13,1000450900088
1000450300459,Sodium Vapour,70,Central Zone,45,VELLAMMAL STREET,13,1000450900089
1000450300061,Sodium Vapour,70,Central Zone,45,R G NAGAR,31,1000450900090
1000450300061,Sodium Vapour,70,Central Zone,45,R G NAGAR,30,1000450900091
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,29,1000450900092
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,28,1000450900093
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,40,1000450900094
1000450300186,Transformer,22KVA,Central Zone,45,BALUSAMY NAGAR,NULL,1000450900095
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,41,1000450900096
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,42,1000450900097
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,43,1000450900098
1000450300186,Sodium Vapour,70,Central Zone,45,BALUSAMY NAGAR,44,1000450900099
1000450300061,Sodium Vapour,70,Central Zone,45,R G NAGAR,NULL,1000450900100
1000450300014,Transformer,22KVA,Central Zone,45,R G NAGAR,NULL,1000450900101
1000450300346,Sodium Vapour,70,Central Zone,45,R G NAGAR,48,1000450900102
1000450300014,Sodium Vapour,70,Central Zone,45,R G NAGAR,23,1000450900103
1000450300308,Sodium Vapour,70,Central Zone,45,R G NAGAR,27,1000450900104
1000450300308,Sodium Vapour,70,Central Zone,45,R G NAGAR,26,1000450900105
1000450300360,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,52,1000450900106
1000450300360,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,53,1000450900107
1000450300166,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,21,1000450900108
1000450300352,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,20,1000450900109
1000450300352,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,51,1000450900110
1000450300423,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,16,1000450900111
1000450300223,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,15,1000450900112
1000450300164,Sodium Vapour,70,Central Zone,45,THAIR ETTERY ROAD,17,1000450900113
1000450300223,Transformer,22KVA,Central Zone,45,THAIR ETTERY ROAD,NULL,1000450900114
1000450300352,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,205,1000450900115
1000450300351,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,206,1000450900116
1000450300358,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,208,1000450900117
1000450300434,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,207,1000450900118
1000450300065,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,204,1000450900119
1000450300065,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,203,1000450900120
1000450300273,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,200,1000450900121
1000450300274,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,199,1000450900122
1000450300273,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,201,1000450900123
1000450300273,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,202,1000450900124
1000450300274,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,198,1000450900125
1000450300227,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,197,1000450900126
1000450300227,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,196,1000450900127
1000450300227,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,194,1000450900128
1000450300288,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,NULL,1000450900129
1000450300313,Sodium Vapour,70,Central Zone,45,M.G.R NAGAR,14,1000450900130
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,195,1000450900131
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,196,1000450900132
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,197,1000450900133
1000450300155,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,NULL,1000450900134
1000450300155,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,NULL,1000450900135
1000450300335,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,209,1000450900136
1000450300038,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,210,1000450900137
1000450300038,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,211,1000450900138
1000450300035,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,212,1000450900139
1000450300035,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,213,1000450900140
1000450300037,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,241,1000450900141
1000450300334,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,240,1000450900142
1000450300435,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,192,1000450900143
1000450300435,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,193,1000450900144
1000450300353,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,194,1000450900145
1000450300036,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,190,1000450900146
1000450300036,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,191,1000450900147
1000450300003,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,238,1000450900148
1000450300003,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,239,1000450900149
1000450300064,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,189,1000450900150
1000450300064,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,188,1000450900151
1000450300184,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,187,1000450900152
1000450300183,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,186,1000450900153
1000450300183,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,NULL,1000450900154
1000450300182,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,185,1000450900155
1000450300340,Sodium Vapour,70,Central Zone,45,SARADHAMANI STREET,239,1000450900156
1000450300340,Sodium Vapour,70,Central Zone,45,SARADHAMANI STREET,240,1000450900157
1000450300180,Sodium Vapour,70,Central Zone,45,RAMAR STREET,238,1000450900158
1000450300180,Sodium Vapour,70,Central Zone,45,RAMAR STREET,237,1000450900159
1000450300042,Sodium Vapour,70,Central Zone,45,RAMAR STREET,236,1000450900160
1000450300042,Sodium Vapour,70,Central Zone,45,RAMAR STREET,235,1000450900161
1000450300445,Sodium Vapour,70,Central Zone,45,SARADHAMANI STREET,239,1000450900162
1000450300445,Sodium Vapour,70,Central Zone,45,SARADHAMANI STREET,NULL,1000450900163
1000450300179,Sodium Vapour,70,Central Zone,45,PAL MARIAMMAN KOVIL STREET,243,1000450900164
1000450300433,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,247,1000450900165
1000450300045,Sodium Vapour,70,Central Zone,45,AGAMUDAIYAR STREET,242,1000450900166
1000450300045,Sodium Vapour,70,Central Zone,45,AGAMUDAIYAR STREET,241,1000450900167
1000450300046,Sodium Vapour,70,Central Zone,45,SUNDARAPPA STREET / THILAI NAGAR,234,1000450900168
1000450300156,Sodium Vapour,70,Central Zone,45,SUNDARAPPA STREET / THILAI NAGAR,210,1000450900169
1000450300156,Sodium Vapour,70,Central Zone,45,SUNDARAPPA STREET / THILAI NAGAR,209,1000450900170
1000450300156,Sodium Vapour,70,Central Zone,45,SUNDARAPPA STREET / THILAI NAGAR,208,1000450900171
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,207,1000450900172
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,205,1000450900173
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,206,1000450900174
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,NULL,1000450900175
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,NULL,1000450900176
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,279,1000450900177
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,278,1000450900178
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,199,1000450900179
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,200,1000450900180
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,201,1000450900181
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,202,1000450900182
1000450300022,Sodium Vapour,70,Central Zone,45,NANJAPPA STREET,203,1000450900183
1000450300341,Sodium Vapour,70,Central Zone,45,ANBU NAGAR / THILAI NAGAR,NULL,1000450900184
1000450300441,Sodium Vapour,70,Central Zone,45,ANBU NAGAR / THILAI NAGAR,NULL,1000450900185
1000450300283,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,224,1000450900186
1000450300442,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,223,1000450900187
1000450300442,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,222,1000450900188
1000450300463,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,220,1000450900189
1000450300156,Sodium Vapour,70,Central Zone,45,SUNDARAPPA STREET / THILAI NAGAR,214,1000450900190
1000450300428,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,215,1000450900191
1000450300428,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,216,1000450900192
1000450300428,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,217,1000450900193
1000450300050,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,218,1000450900194
1000450300050,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,219,1000450900195
1000450300050,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,220,1000450900196
1000450300050,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,274,1000450900197
1000450300159,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,273,1000450900198
1000450300159,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,272,1000450900199
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,NULL,1000450900200
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,211,1000450900201
1000450300272,Sodium Vapour,70,Central Zone,45,CHINNATHAMBI STREET,212,1000450900202
1000450300048,Sodium Vapour,70,Central Zone,45,THILAI NAGAR,275,1000450900203
1000450300161,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,276,1000450900204
1000450300051,Transformer,22KVA,Central Zone,45,THILAI NAGAR,NULL,1000450900205
1000450300162,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,277,1000450900206
1000450300356,Sodium Vapour,70,Central Zone,45,NALAMPALAYAM ROAD,NULL,1000450900207
1000450300468,Sodium Vapour,70,Central Zone,45,RANGAPPAN STREET,NULL,1000450900208
1000450300016,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,NULL,1000450900209
1000450300016,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,NULL,1000450900210
1000450300016,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,NULL,1000450900211
1000450300016,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,NULL,1000450900212
1000450300449,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,104,1000450900213
1000450300449,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,103,1000450900214
1000450300449,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,102,1000450900215
1000450300449,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,100,1000450900216
1000450300475,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,101,1000450900217
1000450300202,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,99,1000450900218
1000450300202,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,98,1000450900219
1000450300202,Sodium Vapour,70,Central Zone,45,KAMACHI NAGAR,97,1000450900220
1000450300212,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,75,1000450900221
1000450300212,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,76,1000450900222
1000450300355,Sodium Vapour,70,Central Zone,45,MARUDHACHALAM GOUNDER STREET,718,1000450900223
1000450300426,Sodium Vapour,70,Central Zone,45,MARUDHACHALAM GOUNDER STREET,720,1000450900224
1000450300066,Sodium Vapour,70,Central Zone,45,OOR VELAPPAR STREET,494,1000450900225
1000450300228,Sodium Vapour,70,Central Zone,45,SWAMY STREET,262,1000450900226
1000450300228,Sodium Vapour,70,Central Zone,45,SWAMY STREET,261,1000450900227
1000450300194,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,499,1000450900228
1000450300228,Sodium Vapour,70,Central Zone,45,SWAMY STREET,260,1000450900229
1000450300228,Sodium Vapour,70,Central Zone,45,SWAMY STREET,259,1000450900230
1000450300201,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,257,1000450900231
1000450300026,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,247,1000450900232
1000450300026,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,248,1000450900233
1000450300026,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,249,1000450900234
1000450300026,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,252,1000450900235
1000450300430,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,253,1000450900236
1000450300430,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,254,1000450900237
1000450300354,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,255,1000450900238
1000450300429,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,256,1000450900239
1000450300349,Transformer,22KVA,Central Zone,45,NARAYANASAMY LAYOUT,NULL,1000450900240
1000450300026,Transformer,22KVA,Central Zone,45,NARAYANASAMY GOUNDER STREET,NULL,1000450900241
1000450300067,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,264,1000450900242
1000450300067,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,265,1000450900243
1000450300067,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,266,1000450900244
1000450300158,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,267,1000450900245
1000450300436,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,268,1000450900246
1000450300436,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,269,1000450900247
1000450300436,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,270,1000450900248
1000450300436,Sodium Vapour,70,Central Zone,45,NARAYANASAMY LAYOUT,271,1000450900249
1000450300026,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,233,1000450900250
1000450300211,Sodium Vapour,70,Central Zone,45,NARAYANASAMY GOUNDER STREET,112,1000450900251
1000450300032,Sodium Vapour,70,Central Zone,45,NEHRU NAGAR,218,1000450900252
1000450300032,Sodium Vapour,70,Central Zone,45,NEHRU NAGAR,219,1000450900253
1000450300032,Sodium Vapour,70,Central Zone,45,NEHRU NAGAR,220,1000450900254
1000450300424,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,215,1000450900255
1000450300424,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,214,1000450900256
1000450300035,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,223,1000450900257
1000450300333,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,221,1000450900258
1000450300035,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,222,1000450900259
1000450300003,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,237,1000450900260
1000450300003,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,234,1000450900261
1000450300033,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,235,1000450900262
1000450300034,Sodium Vapour,70,Central Zone,45,ARUL NAGAR,236,1000450900263
1000450300213,Sodium Vapour,70,Central Zone,45,KANNAPPA NAGAR 9TH STREET,161,1000450900264
1000450300181,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,183,1000450900265
1000450300182,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,184,1000450900266
1000450300043,Sodium Vapour,70,Central Zone,45,AGAMUDAIYAR STREET,244,1000450900267
1000450300043,Sodium Vapour,70,Central Zone,45,AGAMUDAIYAR STREET,245,1000450900268
1000450300433,Sodium Vapour,70,Central Zone,45,LAKSHMIAMMAL STREET,246,1000450900269
1000450300043,Sodium Vapour,70,Central Zone,45,AGAMUDAIYAR STREET,170,1000450900270
1000450300043,Sodium Vapour,70,Central Zone,45,AGAMUDAIYAR STREET,169,1000450900271
1000450300204,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,103,1000450900272
1000450300211,Transformer,22KVA,Central Zone,45,NARAYANASAMY GOUNDER STREET,NULL,1000450900273
1000450300204,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,104,1000450900274
1000450300114,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,106,1000450900275
1000450300204,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,105,1000450900276
1000450300115,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,NULL,1000450900277
1000450300114,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,107,1000450900278
1000450300114,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,108,1000450900279
1000450300113,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,109,1000450900280
1000450300113,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,110,1000450900281
1000450300113,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,111,1000450900282
1000450300113,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,112,1000450900283
1000450300113,Sodium Vapour,70,Central Zone,45,S P KANNUSAMY STREET,113,1000450900284
